‰„«œ;‰«„; ⁄œ«œ;ÕÃ„;«—“‘;œ?—Ê“;«Ê·?‰;¬Œ—?‰ „⁄«„·Â - „ﬁœ«—;¬Œ—?‰ „⁄«„·Â -  €??—;¬Œ—?‰ „⁄«„·Â - œ—’œ;ﬁ?„  Å«?«‰? - „ﬁœ«—;ﬁ?„  Å«?«‰? -  €??—;ﬁ?„  Å«?«‰? - œ—’œ;ò„ —?‰;»?‘ —?‰;EPS;P/E;Œ—?œ -  ⁄œ«œ;Œ—?œ - ÕÃ„;Œ—?œ - ﬁ?„ ;›—Ê‘ - ﬁ?„ ;›—Ê‘ - ÕÃ„;›—Ê‘ -  ⁄œ«œ
Ê»’«œ—;»«‰ﬂ ’«œ—«  «Ì—«‰;86294;1573830064;6.25433E+12;4120;4030;3990;-130.00;-3.16;3970;-150.00;-3.64;3920;4120;23;172.61;402;4733001;4000;4000;7250968;715
ﬂ”«Å«;”«ÌÅ«‘Ì‘Âù;315;521307;13121297190;26490;25170;25170;-1,320.00;-4.98;26150;-340.00;-1.28;25170;25170;49;533.67;1;200;25170;25170;808896;233
Ê»Ê⁄·Ì;”—„«ÌÂùê–«—Ìù»Ê⁄·Ìù;4942;27050478;6.82605E+11;24040;25240;25240;1,200.00;4.99;25230;1,190.00;4.95;24760;25240;2148;11.75;136;469300;25240;25240;1570;4
ﬂ«”ÅÌ‰;œ«—Ê”«“Ì ﬂ«”ÅÌ‰  «„Ì‰;1224;1716366;98403713053;54615;57345;57345;2,730.00;5.00;57333;2,718.00;4.98;54701;57345;2563;22.37;6;1219;57345;57345;4998;5
”Ì„—€;”Ì„—€;3938;8334203;2.49358E+11;28700;29000;30130;1,430.00;4.98;29920;1,220.00;4.25;29000;30130;513;58.32;306;488183;30130;30130;55544;21
 „·Ì806; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-‘Â—ÌÊ—98;0;0;0;147250;0;147250;0;0;147250;0;0;0;0;;;0;0;0;139888;17;1
÷„·Ì8068;«Œ Ì«—Œ ›„·Ì -15750-1399/08/06;2;3;58800000;19900;18800;20000;100.00;0.50;19600;-300.00;-1.51;18800;20000;;;0;0;0;21400;10;1
€”«·„;”«·„Ì‰ù;20578;77402437;7.28408E+11;9810;9650;9330;-480.00;-4.89;9410;-400.00;-4.08;9320;9770;71;132.54;93;234309;9330;9330;668417;113
ﬂœ„«Õ;Õ . „⁄œ‰Ìù œ„«Ê‰œ;5863;19587932;1.87396E+12;97240;87520;102120;4,880.00;5.02;95670;-1,570.00;-1.61;87520;105000;;;28;21555;103000;103000;74087;22
«·„«”;’‰œÊﬁ ”.«„Ì‰  œ»Ì—ê—«‰ ›—œ«-”;176;102997;14220320897;138008;138000;137789;-219.00;-0.16;138065;57.00;0.04;136000;140260;;;1;500;137790;137790;1200;1
Õ›«—Ì;Õ›«—Ì ‘„«·;16119;52618801;9.8733E+11;19470;19000;18800;-670.00;-3.44;18760;-710.00;-3.65;18500;19400;859;21.84;49;89221;18800;18800;154989;72
‘Å·Ì;Å·Ì «ﬂ—Ì· «Ì—«‰;624;2937772;23781264340;7860;8095;8095;235.00;2.99;8095;235.00;2.99;8095;8095;-605;-13.38;2242;79153934;8095;8095;11687;7
À“«ê—”;”—„«ÌÂ ê–«—Ì  Ê”⁄Â ⁄„—«‰ “«ê—”;493;1829483;50949219371;28426;29278;28500;74.00;0.26;27849;-577.00;-2.03;27574;29278;-350;-79.57;3;3451;28500;28500;34453;6
÷”«‰7068;«Œ Ì«—Œ Å«—”«‰-38000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;100;1;0;0;0
”«—ÊÃÕ;Õ . »Ì‰ «·„··Ì ”«—ÊÃ »Ê‘Â—;60;114297;2596837526;23420;22718;22718;-702.00;-3.00;22720;-700.00;-2.99;22718;22900;;;0;0;0;22718;73861;19
çﬂ«Å«;ê—ÊÂ ’‰«Ì⁄ ﬂ«€– Å«—”;24510;140243759;1.49622E+12;11080;10910;10590;-490.00;-4.42;10670;-410.00;-3.70;10530;11060;;;74;151897;10600;10600;236949;106
ﬂ”⁄œÌ;ﬂ«‘Ìù ”⁄œÌù;276;2675462;1.90707E+11;67890;71280;71280;3,390.00;4.99;71280;3,390.00;4.99;71280;71280;475;150.06;1257;9450976;71280;0;0;0
÷ —«8050;«Œ Ì«—Œ ‘ —«‰-55830-1399/08/11;0;0;0;15900;0;15900;0;0;15900;0;0;0;0;;;1;1;10100;17500;1;1
œ·ﬁ„«;œ«—ÊÌÌù ·ﬁ„«‰ù;1241;2737727;1.0338E+11;36020;37820;37820;1,800.00;5.00;37760;1,740.00;4.83;36700;37820;1939;19.47;390;641109;37820;37820;7865;4
÷’«œ8012;«Œ Ì«—Œ Ê»’«œ—-2800-1399/08/11;44;1343;2669632000;2443;2550;1999;-444.00;-18.17;1988;-455.00;-18.62;1900;2550;;;1;50;1901;2080;9;1
«‘«œ94;„‘«—ﬂ  œÊ· Ì9-‘—«Ìÿ Œ«’990909;1;47000;46530000000;992001;990000;990000;-2,001.00;-0.20;990000;-2,001.00;-0.20;990000;990000;;;0;0;0;0;0;0
Å·Ê·Â;ê«“·Ê·Âù;36;88585;1465195900;16377;16540;16540;163.00;1.00;16424;47.00;0.29;16540;16540;635;25.86;49;2208251;16540;0;0;0
«Œ“«703;«”‰«œŒ“«‰Â-„3»ÊœÃÂ97-990721;19;12368;11995615473;969577;970000;970000;423.00;0.04;969891;314.00;0.03;968024;970001;;;1;11313;964317;980000;7004;2
÷ŒÊœ7060;«Œ Ì«—Œ ŒÊœ—Ê-4600-1399/07/09;0;0;0;3466;0;3466;0;0;3466;0;0;0;0;;;1;10;2000;0;0;0
Œﬂ—„«‰;ê—ÊÂ «ﬁ ’«œÌ ﬂ—„«‰ ŒÊœ—Ê;2881;16086163;1.77382E+11;11368;11027;11027;-341.00;-3.00;11027;-341.00;-3.00;11027;11027;344;32.06;48;54615;11027;11027;17435206;1769
êﬂÌ‘Õ;Õ. Ê—Ì” Ì Ê—›«ÂÌ ¬»«œê—«‰ ﬂÌ‘;251;207805;15621724649;75328;77587;77000;1,672.00;2.22;75175;-153.00;-0.20;73069;77587;;;3;1367;77000;77000;4464;4
”Â—„“;”Ì„«‰ùÂ—„“ê«‰ù;1474;2600933;54591227790;21830;21660;20920;-910.00;-4.17;20990;-840.00;-3.85;20750;21660;750;27.99;5;4338;20780;20780;1680;4
÷‘‰«7083;«Œ Ì«—Œ ‘Å‰«-47600-1399/07/28;0;0;0;20000;0;20000;0;0;20000;0;0;0;0;;;1;1;9999;0;0;0
„«;»Ì„Â  „«;1085;2812249;59755941040;21050;21820;21500;450.00;2.14;21250;200.00;0.95;21050;21980;764;27.81;6;38938;21500;21500;24398;6
»“«ê—”;‰Ì—Êê«Â “«ê—” ﬂÊÀ—;298;3849081;84849141564;20995;22044;22044;1,049.00;5.00;22044;1,049.00;5.00;22044;22044;113;195.08;1675;39809376;22044;22044;3100;4
«—«œ24;„—«»ÕÂ ⁄«„ œÊ· 2-‘.Œ ”«Ì—0212;0;0;0;828450;0;828450;0;0;828450;0;0;0;0;;;6;30000;869872;0;0;0
 «»«‰01;«Ã«—Â  «»«‰  „œ‰14021206;0;0;0;840600;0;840000;-600.00;-0.07;840600;0;0;0;0;;;1;14800;840000;0;0;0
÷»œ—8067;«Œ Ì«—Œ ‘»‰œ—-47580-1399/08/18;13;79;1228031000;19500;16000;15001;-4,499.00;-23.07;15545;-3,955.00;-20.28;15000;16000;;;0;0;0;0;0;0
›—ÊÌ;–Ê» —ÊÌ «’›Â«‰;2852;3968946;3.06494E+11;73546;77223;77223;3,677.00;5.00;77223;3,677.00;5.00;77223;77223;5119;15.09;2577;7986980;77223;77223;23517;48
‰„—Ì‰Ê;«Ì—«‰ù „—Ì‰Ê”ù;36;28994;2102644880;69070;72520;72520;3,450.00;4.99;69210;140.00;0.20;72520;72520;188;368.14;89;321831;72520;72520;45;1
÷ŒÊœ7064;«Œ Ì«—Œ ŒÊœ—Ê-6000-1399/07/09;0;0;0;3500;0;3500;0;0;3500;0;0;0;0;;;1;10;1000;2800;50;1
¬ﬂÊ—œ;’‰œÊﬁ ”. ¬—„«‰ ¬ Ì ﬂÊÀ—-œ;210;3211459;90693909638;28212;28212;28300;88.00;0.31;28241;29.00;0.10;28211;28480;;;2;21180;28300;28470;500;1
«⁄ „«œ2;’‰œÊﬁ ”.«⁄ „«œ ¬›—Ì‰ Å«—”Ì«‰-œ;2;15000000;15000000;31683;1;1;-31,682.00;-100.00;1;-31,682.00;-100.00;1;1;;;1;1000000;1;1;1000000;1
Õ—Â‘«;—Â‘«œ ”Å«Â«‰ (”Â«„Ì ⁄«„;5;3850;239774150;64205;62279;62279;-1,926.00;-3.00;64181;-24.00;-0.04;62279;62279;-92;-697.62;0;0;0;62279;572261;218
ÀÃÊ«‰; «„Ì‰ „”ﬂ‰ ÃÊ«‰«‰;3020;12061589;1.86362E+11;14830;15571;14780;-50.00;-0.34;15451;621.00;4.19;14510;15571;187;82.63;13;14525;14780;14780;44152;12
·»Ê «‰;ê—ÊÂù’‰⁄ Ìù»Ê «‰ù;1100;1148590;1.30941E+11;119490;121950;113560;-5,930.00;-4.96;114000;-5,490.00;-4.59;113520;121950;740;154.05;3;983;113520;113520;620;6
ﬂêÂ—;”‰ê ¬Â‰ êÂ—“„Ì‰;3366;7193977;4.19989E+11;61430;60000;58400;-3,030.00;-4.93;58381;-3,049.00;-4.96;58359;60000;1073;54.41;16;12647;58610;58610;17228;19
 ﬂ„»«;ﬂ„»«Ì‰ù ”«“Ìù «Ì—«‰ù;5934;20754920;3.29725E+11;16320;16000;16410;90.00;0.55;15890;-430.00;-2.63;15510;16480;47;338.09;21;78507;16420;16420;86063;28
›Ã«„;Ã«„ùœ«—Ê;2065;1396487;92231653300;69480;66010;66010;-3,470.00;-4.99;66050;-3,430.00;-4.94;66010;67000;1146;57.64;19;14967;66010;66010;849643;472
” —«‰;”Ì„«‰ù  Â—«‰ù;14427;21175781;1.41512E+12;66410;63090;69730;3,320.00;5.00;66830;420.00;0.63;63090;69730;578;115.62;370;576380;69730;69730;49569;58
À›«—”;⁄„—«‰ùÊ Ê”⁄Âù›«—”ù;11022;40990512;7.79629E+11;18330;19670;18690;360.00;1.96;19020;690.00;3.76;18690;19670;130;146.31;79;97894;18690;18690;946173;167
÷„·Ì8069;«Œ Ì«—Œ ›„·Ì -16750-1399/08/06;0;0;0;23500;0;28000;4,500.00;19.15;23500;0;0;0;0;;;0;0;0;24000;5;1
÷€œ—8037;«Œ Ì«—Œ Ê€œÌ—-10000-1399/08/26;0;0;0;13000;13500;13000;0;0;13000;0;0;0;0;;;1;5;13500;0;0;0
‘”Ì‰«;’‰«Ì⁄ù‘Ì„Ì«ÌÌù”Ì‰«;406;92329;41825037000;431430;453000;453000;21,570.00;5.00;448270;16,840.00;3.90;453000;453000;6158;72.79;101;155709;453000;453000;1;1
€ê—ÃÌ;»Ì”ﬂÊÌ ù  ê—ÃÌù;2601;3727028;1.97268E+11;51160;51910;53710;2,550.00;4.98;52930;1,770.00;3.46;51000;53710;2640;20.05;212;457524;53710;53710;693;5
‘ Â—«‰;œ«—Ê”«“Ì  Â—«‰ ‘Ì„Ì;2;11352;96673632;8189;8516;8516;327.00;3.99;8192;3.00;0.04;8516;8516;2701;3.03;197;1484836;8516;0;0;0
Ê·‘—ﬁ;·Ì“Ì‰ê «Ì—«‰ Ê ‘—ﬁ;1437;10457485;94899430220;8643;9075;9075;432.00;5.00;9075;432.00;5.00;9030;9075;190;47.76;169;1124311;9075;9075;216496;9
÷‘‰«7063;«Œ Ì«—Œ ‘Å‰«-11600-1399/07/28;0;0;0;28000;0;28000;0;0;28000;0;0;0;0;;;1;20;3000;0;0;0
€’Ì‰Ê;’‰⁄ Ì „Ì‰Ê;1782;3210456;1.34202E+11;40595;41812;41812;1,217.00;3.00;41802;1,207.00;2.97;41010;41812;1407;29.71;316;830845;41812;41812;3215;8
«—„€«‰;’ ”—„«ÌÂ ê–«—Ì «—„€«‰ «Ì—«‰Ì«‰;36;366451;3726979400;10160;10170;10170;10.00;0.10;10170;10.00;0.10;10110;10180;;;1;100000;10170;10180;103083;5
÷€œ—8042;«Œ Ì«—Œ Ê€œÌ—-15000-1399/08/26;14;211;2466394000;11900;11499;11000;-900.00;-7.56;11689;-211.00;-1.77;11000;12800;;;1;6;11000;12800;20;2
€‘«‰;‘Ì—Å«” Ê—Ì“ÂùÅê«ÂùŒ—«”«‰ù;2648;1503869;1.20233E+11;81330;81350;79010;-2,320.00;-2.85;79950;-1,380.00;-1.70;77770;82720;758;105.47;11;5123;79010;79010;11231;17
ŒÊ”«“;„ÕÊ—”«“«‰ù«Ì—«‰ùŒÊœ—Ê;3735;14139204;1.96372E+11;14530;14550;13810;-720.00;-4.96;13890;-640.00;-4.40;13810;14550;-35;-396.86;17;36026;13810;13810;208396;59
÷Å‰«7042;«Œ Ì«—Œ —„Å‰«-48000-1399/07/13;1;10;100000000;13745;10000;10000;-3,745.00;-27.25;10000;-3,745.00;-27.25;10000;10000;;;1;1;8020;26498;5;1
 ”Â9904;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰  Ì—99;3764;140578;89970208620;649964;640000;640140;-9,824.00;-1.51;640002;-9,962.00;-1.53;631005;645000;;;14;1946;645000;645000;17714;64
«—«œ334;„—«»ÕÂ ⁄«„ œÊ· 3-‘.Œ 0303;2;390000;3.627E+11;930000;930000;930000;0;0;930000;0;0;930000;930000;;;0;0;0;0;0;0
ﬂÕ«›Ÿ;ﬂ«‘Ìù Ê”—«„Ìﬂù Õ«›Ÿù;3183;8822161;1.21883E+11;14490;13860;13770;-720.00;-4.97;13820;-670.00;-4.62;13770;14290;113;122.3;9;8646;13770;13770;238092;83
”«ÊÂ;”Ì„«‰ ”«ÊÂ;13783;2593881;2.98989E+11;110662;115614;116195;5,533.00;5.00;115267;4,605.00;4.16;112000;116195;3013;38.26;727;292734;116195;116195;4964;116
Ã„;Å —Ê‘Ì„Ì Ã„;3269;8329709;4.10553E+11;48470;48680;48500;30.00;0.06;49290;820.00;1.69;47850;50890;2721;18.11;11;3811;49400;49400;4501;13
÷”Å«8018;«Œ Ì«—Œ Œ”«Å«-2400-1399/08/26;2;8;27002000;3750;3500;3001;-749.00;-19.97;3375;-375.00;-10.00;3001;3500;;;1;1;3203;3890;125;2
ﬂêÂ—2;”‰ê ¬Â‰ êÂ—“„Ì‰;1;1570000;91731960000;61430;58428;58428;-3,002.00;-4.89;58428;-3,002.00;-4.89;58428;58428;1073;54.45;0;0;0;0;0;0
”»Â«‰;”Ì„«‰ù »Â»Â«‰ù;965;734698;51656554060;70360;70200;69500;-860.00;-1.22;70310;-50.00;-0.07;68210;72000;4999;14.06;4;529;70000;70000;1365;6
÷ê·8059;«Œ Ì«—Œ ﬂê·-15100-1399/08/21;1;1;10000000;10024;10000;10000;-24.00;-0.24;10000;-24.00;-0.24;10000;10000;;;0;0;0;12000;1;1
ﬂ·Ê‰œ;ﬂ«‘Ìù «·Ê‰œ;2366;4885053;1.49386E+11;31470;31110;32000;530.00;1.68;30580;-890.00;-2.83;30040;32900;769;39.77;10;10123;32100;32100;9548;17
ÅÌ“œ;„Ã „⁄ ’‰«Ì⁄ ·«” Ìﬂ Ì“œ;10320;135215;7739706600;54515;57240;57240;2,725.00;5.00;54911;396.00;0.73;57240;57240;2640;20.8;4612;7875851;57240;0;0;0
÷€œ—8038;«Œ Ì«—Œ Ê€œÌ—-11000-1399/08/26;5;22;330000000;14323;15000;15000;677.00;4.73;15000;677.00;4.73;15000;15000;;;1;1;12011;15000;6;1
Œ“—;›‰—”«“Ìù“—;1018;5532719;82823970180;15720;15600;14940;-780.00;-4.96;14970;-750.00;-4.77;14940;15600;74;202.3;6;8903;14940;14940;4084274;384
Å —Ê·Õ;Õ . ê—ÊÂ Å —Ê‘Ì„Ì ”. «Ì—«‰Ì«‰;24880;99762368;1.84214E+12;20130;18750;18180;-1,950.00;-9.69;18470;-1,660.00;-8.25;18120;19980;;;31;134203;18180;18180;228612;121
„‘Ì—112;„‘«—ﬂ  ‘Â—œ«—Ì ‘Ì—«“-3„«ÂÂ18%;0;0;0;955000;0;955000;0;0;955000;0;0;0;0;;;1;150;950000;1000000;84;2
 „·Ì704; ”ÂÌ·«  „”ﬂ‰ ». „·Ì- Ì—97;0;0;0;505710;0;505710;0;0;505710;0;0;0;0;;;0;0;0;480425;498;11
“—;’‰œÊﬁ ”.Å‘ Ê«‰Â ”ﬂÂ ÿ·«Ì “—;470;398095;22618078801;57193;58100;55300;-1,893.00;-3.31;56816;-377.00;-0.66;55300;58100;;;4;4178;55300;55898;1128;1
ÊÅ«—”;»«‰ﬂùÅ«—”Ì«‰ù;51803;2122523417;9.47303E+12;4350;4310;4560;210.00;4.83;4460;110.00;2.53;4140;4560;-70;-63.71;809;70095149;4560;4560;1428238;176
œÃ«»—;œ«—Ê”«“Ìù Ã«»—«»‰ùÕÌ«‰ù;2061;3565839;2.2956E+11;67380;67300;64020;-3,360.00;-4.99;64380;-3,000.00;-4.45;64020;67380;1010;63.74;12;4495;64020;64020;1750985;418
“Å«—”;„·Ì ﬂ‘  Ê ’‰⁄  Ê œ«„Å—Ê—Ì Å«—”;877;1192871;1.61244E+11;141140;136510;136200;-4,940.00;-3.50;135170;-5,970.00;-4.23;134090;144000;2020;66.92;4;1700;136200;136200;2109;11
„»Ì‰013;«Ã«—Â «⁄ „«œ „»Ì‰ ‰ÊÌ‰010710;0;0;0;893000;0;893000;0;0;893000;0;0;0;0;;;1;1250;875500;0;0;0
‘” «005;«Ã«—Â  «„Ì‰ «Ã „«⁄Ì-«„Ì‰001220;0;0;0;903506;0;864000;-39,506.00;-4.37;903506;0;0;0;0;;;6;53;993856;0;0;0
Ê« Ì;”—„«ÌÂù ê–«—Ìù ¬ ÌÂù œ„«Ê‰œ;3048;15392660;2.9384E+11;19940;20000;18970;-970.00;-4.86;19090;-850.00;-4.26;18950;20040;990;19.28;2;100500;19000;19000;76635;14
»ÃÂ—„; Ê”⁄Â „Ê·œ ‰Ì—Êê«ÂÌ ÃÂ—„;32170;162374263;1.34075E+12;8526;8250;8130;-396.00;-4.64;8257;-269.00;-3.16;8109;8764;25;330.28;158;349697;8117;8117;376416;146
‘—«“;Å«·«Ì‘ ‰›  ‘Ì—«“;2087;855112;1.29691E+11;150472;157900;146000;-4,472.00;-2.97;151666;1,194.00;0.79;145200;157900;780;194.44;9;2426;146500;146500;2929;17
€ÅÊ‰Â;‰Ê‘ ÅÊ‰Â „‘Âœ;1595;2757439;71736738679;26716;26716;25915;-801.00;-3.00;26016;-700.00;-2.62;25915;27000;512;50.81;2;3056;25915;25915;26049;10
Œç—Œ‘;ç—Œ‘ê—;4084;15471865;4.29261E+11;27440;28810;26410;-1,030.00;-3.75;27740;300.00;1.09;26070;28810;10;2774;9;14596;26360;26360;343986;27
”„«“‰;”Ì„«‰ù„«“‰œ—«‰ù;5996;21190216;3.29554E+11;15230;15100;15990;760.00;4.99;15550;320.00;2.10;14800;15990;677;22.97;59;747502;15990;15990;21695;20
—‰Ìﬂ;Ã‰—«· „ﬂ«‰Ìﬂ;851;2336262;87427596564;35640;37422;37422;1,782.00;5.00;37422;1,782.00;5.00;37422;37422;646;57.93;671;5666338;37422;37422;3098;10
÷Å«”7015;«Œ Ì«—Œ ÊÅ«—”-4000-1399/07/30;37;1567;2589687000;1304;1600;1750;446.00;34.20;1653;349.00;26.76;1350;1800;;;1;10;1000;2000;10;1
¬ê«”;’‰œÊﬁ ”.Â” Ì »Œ‘ ¬ê«Â-”;3374;1765038;5.14897E+11;293347;292960;292001;-1,346.00;-0.46;291720;-1,627.00;-0.55;285960;292960;;;16;259318;292000;292000;855;10
«‘«œ10;„‘«—ﬂ  œÊ· Ì10-‘—«Ìÿ Œ«’001226;8;7100;6767490100;963000;950002;964989;1,989.00;0.21;953168;-9,832.00;-1.02;950000;964989;;;1;500;950051;964979;900;1
€Å«ﬂ;·»‰Ì« ù Å«ﬂù;2241;7706796;1.51254E+11;20550;20010;19530;-1,020.00;-4.96;19630;-920.00;-4.48;19530;20550;-278;-70.61;9;15730;19530;19530;186734;29
÷”Å«8021;«Œ Ì«—Œ Œ”«Å«-3000-1399/08/26;1;1;3500000;3500;3500;3500;0;0;3500;0;0;3500;3500;;;1;1;3100;3500;7;1
⁄Ì«—;’‰œÊﬁ ”. Å‘ Ê«‰Â ÿ·«Ì „›Ìœ;500;259443;8730806919;33941;34190;33430;-511.00;-1.51;33652;-289.00;-0.85;33400;34190;;;1;150;33402;33430;2416;1
÷’«œ8011;«Œ Ì«—Œ Ê»’«œ—-2600-1399/08/11;1;2;4800000;2599;2400;2400;-199.00;-7.66;2400;-199.00;-7.66;2400;2400;;;1;10;1600;2597;10;1
»—ﬂ ;ê—ÊÂ œ«—ÊÌÌ »—ﬂ ;59043;137685339;6.14183E+12;42920;45060;43500;580.00;1.35;44610;1,690.00;3.94;43000;45060;338;131.98;4135;3556458;43480;43480;4050970;551
‘” «993;«Ã«—Â  .«Ã „«⁄Ì-ﬂ«—œ«‰991226;0;0;0;1033000;0;1033000;0;0;1033000;0;0;0;0;;;4;45;1136300;0;0;0
’‘” «112;’ﬂÊﬂ «Ã«—Â ‘” «112-6„«ÂÂ18%;0;0;0;780001;0;780001;0;0;780001;0;0;0;0;;;2;300;819001;0;0;0
Ê· Ã«—;Ê«”Å«—Ì  Ã«—  Ê”—„«ÌÂ «Ì—«‰Ì«‰;1590;7055025;61351929328;8847;8980;8640;-207.00;-2.34;8696;-151.00;-1.71;8582;8980;206;42.21;3;5338;8650;8650;8971;2
œ „«œ; Ê·Ìœ„Ê«œ«Ê·ÌÂùœ«—ÊÅŒ‘ù;392;855234;69521971860;77420;81290;81290;3,870.00;5.00;81290;3,870.00;5.00;81290;81290;2940;27.65;442;1040039;81290;81290;350;2
›«„«;’‰⁄ Ìù ¬„«;2361;5215718;1.66769E+11;30580;32100;32100;1,520.00;4.97;31970;1,390.00;4.55;31000;32100;901;35.48;32;54464;32100;32100;10571;4
ﬂ„‰œ;’‰œÊﬁ ”. »« œ—¬„œ À«»  ﬂ„‰œ;2654;127040337;1.29973E+12;10230;10220;10230;0;0;10230;0;0;10210;10250;;;2;5000;10240;10240;20000;2
”›«”Ì;‘—ﬂ  ›«—”Ì  «ÂÊ«“;334;2486102;27742412218;10834;11159;11159;325.00;3.00;11159;325.00;3.00;11159;11159;-36;-309.97;341;2921289;11159;11159;800;1
÷ —«8026;«Œ Ì«—Œ ‘ —«‰-9830-1399/08/11;0;0;0;36000;0;36000;0;0;36000;0;0;0;0;;;0;0;0;41580;4;1
«Ã«œ41;«Ã«—Â œÊ· Ì Ê“«.⁄·Ê„-«·›991224;0;0;0;1010000;0;1010000;0;0;1010000;0;0;0;0;;;1;250;1000000;0;0;0
”«—»Ì·;”Ì„«‰ ¬— « «—œ»Ì·;1094;674619;89870059790;136780;135750;129950;-6,830.00;-4.99;133220;-3,560.00;-2.60;129950;139000;3041;43.81;0;0;0;129950;47873;65
÷’«œ8008;«Œ Ì«—Œ Ê»’«œ—-2000-1399/08/11;1;3;8250000;2853;2750;2750;-103.00;-3.61;2750;-103.00;-3.61;2750;2750;;;1;10;2001;2999;2;1
÷ —«8040;«Œ Ì«—Œ ‘ —«‰-27830-1399/08/11;20;95;2416143000;25999;25001;25000;-999.00;-3.84;25433;-566.00;-2.18;25000;28000;;;1;4;26000;26000;7;1
«—«œ42;„—«»ÕÂ ⁄«„ œÊ· 4-‘.Œ 0106;49;8322700;7.89991E+12;950200;949200;949200;-1,000.00;-0.11;949200;-1,000.00;-0.11;949200;949200;;;0;0;0;949200;19490300;1
÷ŒÊœ7068;«Œ Ì«—Œ ŒÊœ—Ê-8000-1399/07/09;2;8;14400000;2199;1800;1800;-399.00;-18.14;1800;-399.00;-18.14;1800;1800;;;1;10;1000;1500;27;1
 «’ÌﬂÊÕ;Õ . ”—„«ÌÂ ê–«—Ì ’œ— «„Ì‰;4956;22515778;2.90037E+11;13180;13110;13000;-180.00;-1.37;12880;-300.00;-2.28;12630;13110;;;3;5565;13000;13000;11498;13
“⁄›9908Å11;“⁄›—«‰9908‰êÌ‰ ”Õ—ŒÌ“(Å);42;13046;1354798624;102535;103853;103854;1,319.00;1.29;103848;1,313.00;1.28;103500;103854;;;3;840;103854;106926;100;1
‘Å«”;‰›  Å«”«—ê«œ;965;2948058;1.05426E+11;36082;37100;35245;-837.00;-2.32;35761;-321.00;-0.89;35245;38955;549;65.14;26;33342;35245;35245;516083;92
 ”Â9711;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ »Â„‰ 97;183;1499;980241222;683268;717431;660000;-23,268.00;-3.41;653930;-29,338.00;-4.29;649105;717431;;;1;14;660000;680000;3;1
‘»‰œ—;Å«·«Ì‘ ‰›  »‰œ—⁄»«”;105331;151617226;7.52883E+12;50060;49780;49050;-1,010.00;-2.02;49660;-400.00;-0.80;47560;52560;724;68.59;663;521504;49060;49060;304825;332
Ê„‘«‰;”. ›‰Ì Ê „Â‰œ”Ì „‘«‰Ì—;104;91574;5678320592;60202;62008;62008;1,806.00;3.00;60674;472.00;0.78;62008;62008;584;103.89;60;51057;62008;0;0;0
Õ›«—”;Õ„· Ê ‰ﬁ· »Ì‰ «·„··Ì Œ·ÌÃ ›«—”;3223;19682927;1.99525E+11;10560;10040;10040;-520.00;-4.92;10140;-420.00;-3.98;10040;10560;10;1014;15;13235;10040;10040;10539424;1094
›„·Ì;„·Ìù ’‰«Ì⁄ù „”ù «Ì—«‰ù;71820;174474789;5.29977E+12;31840;30300;30250;-1,590.00;-4.99;30380;-1,460.00;-4.59;30250;31680;1232;24.66;1331;2197700;30250;30250;8604865;1503
›„«ﬂ;„«œ«ﬂ Ê «” Ì· ﬂ—œ;0;0;0;26750;28300;26750;0;0;26750;0;0;0;0;42;636.9;4;175530;26750;28300;125000;3
«—«œ11;„—«»ÕÂ ⁄«„ œÊ· 1-‘.Œ ·Ê Ê”0206;0;0;0;825000;0;825000;0;0;825000;0;0;0;0;;;1;500;832427;0;0;0
«Œ“«805;«”‰«œŒ“«‰Â-„5»ÊœÃÂ98-000422;8;15986;13626584020;850028;851000;851620;1,592.00;0.19;852407;2,379.00;0.28;850000;856000;;;1;15000;840771;861000;35;1
”Å«Â«;”Ì„«‰ù”Å«Â«‰ù;6851;23533650;3.5309E+11;15660;15010;15010;-650.00;-4.15;15000;-660.00;-4.21;14880;15540;335;44.78;20;32942;15050;15050;40633;25
ﬂê·;„⁄œ‰Ì Ê ’‰⁄ Ì ê· êÂ—;6612;19951192;4.11917E+11;21260;21000;20670;-590.00;-2.78;20650;-610.00;-2.87;20400;21000;907;22.77;59;196971;20650;20650;90363;36
‘Ì—«‰;”. ’‰«Ì⁄ù‘Ì„Ì«ÌÌù«Ì—«‰;12809;22330502;8.91703E+11;41240;41000;39510;-1,730.00;-4.19;39930;-1,310.00;-3.18;39300;41050;1678;23.8;38;22800;39990;39990;56732;42
”—ç‘„Â;”—„«ÌÂ ê–«—Ì „” ”—ç‘„Â;3986;15302560;2.22993E+11;14962;14549;14750;-212.00;-1.42;14572;-390.00;-2.61;14300;14950;680;21.43;20;51916;14700;14700;50109;12
ﬁ‘ﬂ—;‘ﬂ—‘«Â—Êœ;1300;2922871;2.10466E+11;68610;72040;72040;3,430.00;5.00;72010;3,400.00;4.96;69000;72040;117;615.47;131;723305;72040;72040;555;4
÷€œ—8030;«Œ Ì«—Œ Ê€œÌ—-6510-1399/08/26;3;13;222300000;16130;17100;17100;970.00;6.01;17100;970.00;6.01;17100;17100;;;1;1;10091;18450;18;1
